link,headline,episode,posted_by,main_link,rate,ratingcount,genre,japanese_title,synonims,english_title,status,type,source,duration,total_episode,season,studio,producers,released
https://samehadaku.email/suki-na-ko-ga-megane-wo-wasureta-episode-5/,Suki na Ko ga Megane wo Wasureta Episode 5,5,Mumun,https://samehadaku.email/anime/suki-na-ko-ga-megane-wo-wasureta/,7.13,"26,388",Comedy|Romantic Subtext|School|Shounen,Japanese 好きな子がめがねを忘れた,,English The Girl I Like Forgot Her Glasses,Status Completed,Type TV,Source Manga,Duration 23 min. per ep.,Total Episode 13,Season Summer 2023,Studio GoHands,"Producers BS Asahi, flying DOG, Furyu, Glovision, Hakuhodo DY Music & Pictures, Shochiku, Square Enix, Tokyo MX, U-NEXT","Released:  Jul 4, 2023 to Sep 26, 2023"
https://samehadaku.email/kuroko-no-basket-episode-25/,Kuroko no Basket Episode 25,25,Robin chwanz,https://samehadaku.email/anime/kuroko-no-basket/,8,720578,School|Sports|Team Sports,Japanese 黒子のバスケ,"Synonyms Kuroko no Basuke, KuroBas, The Basketball Which Kuroko Plays",English Kuroko's Basketball,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 25,Season Spring 2012,Studio Production I.G,"Producers Bandai Visual, Banpresto, BS11, Lantis, Mainichi Broadcasting System, Nihon Ad Systems, Shueisha","Released:  Apr 8, 2012 to Sep 22, 2012"
https://samehadaku.email/kuroko-no-basket-episode-24/,Kuroko no Basket Episode 24,24,Robin chwanz,https://samehadaku.email/anime/kuroko-no-basket/,8,720578,School|Sports|Team Sports,Japanese 黒子のバスケ,"Synonyms Kuroko no Basuke, KuroBas, The Basketball Which Kuroko Plays",English Kuroko's Basketball,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 25,Season Spring 2012,Studio Production I.G,"Producers Bandai Visual, Banpresto, BS11, Lantis, Mainichi Broadcasting System, Nihon Ad Systems, Shueisha","Released:  Apr 8, 2012 to Sep 22, 2012"
https://samehadaku.email/kuroko-no-basket-episode-23/,Kuroko no Basket Episode 23,23,Robin chwanz,https://samehadaku.email/anime/kuroko-no-basket/,8,720578,School|Sports|Team Sports,Japanese 黒子のバスケ,"Synonyms Kuroko no Basuke, KuroBas, The Basketball Which Kuroko Plays",English Kuroko's Basketball,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 25,Season Spring 2012,Studio Production I.G,"Producers Bandai Visual, Banpresto, BS11, Lantis, Mainichi Broadcasting System, Nihon Ad Systems, Shueisha","Released:  Apr 8, 2012 to Sep 22, 2012"
https://samehadaku.email/kuroko-no-basket-episode-22/,Kuroko no Basket Episode 22,22,Robin chwanz,https://samehadaku.email/anime/kuroko-no-basket/,8,720578,School|Sports|Team Sports,Japanese 黒子のバスケ,"Synonyms Kuroko no Basuke, KuroBas, The Basketball Which Kuroko Plays",English Kuroko's Basketball,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 25,Season Spring 2012,Studio Production I.G,"Producers Bandai Visual, Banpresto, BS11, Lantis, Mainichi Broadcasting System, Nihon Ad Systems, Shueisha","Released:  Apr 8, 2012 to Sep 22, 2012"
https://samehadaku.email/kuroko-no-basket-episode-21/,Kuroko no Basket Episode 21,21,Robin chwanz,https://samehadaku.email/anime/kuroko-no-basket/,8,720578,School|Sports|Team Sports,Japanese 黒子のバスケ,"Synonyms Kuroko no Basuke, KuroBas, The Basketball Which Kuroko Plays",English Kuroko's Basketball,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 25,Season Spring 2012,Studio Production I.G,"Producers Bandai Visual, Banpresto, BS11, Lantis, Mainichi Broadcasting System, Nihon Ad Systems, Shueisha","Released:  Apr 8, 2012 to Sep 22, 2012"
https://samehadaku.email/kuroko-no-basket-episode-20/,Kuroko no Basket Episode 20,20,Robin chwanz,https://samehadaku.email/anime/kuroko-no-basket/,8,720578,School|Sports|Team Sports,Japanese 黒子のバスケ,"Synonyms Kuroko no Basuke, KuroBas, The Basketball Which Kuroko Plays",English Kuroko's Basketball,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 25,Season Spring 2012,Studio Production I.G,"Producers Bandai Visual, Banpresto, BS11, Lantis, Mainichi Broadcasting System, Nihon Ad Systems, Shueisha","Released:  Apr 8, 2012 to Sep 22, 2012"
https://samehadaku.email/kuroko-no-basket-episode-19/,Kuroko no Basket Episode 19,19,Robin chwanz,https://samehadaku.email/anime/kuroko-no-basket/,8,720578,School|Sports|Team Sports,Japanese 黒子のバスケ,"Synonyms Kuroko no Basuke, KuroBas, The Basketball Which Kuroko Plays",English Kuroko's Basketball,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 25,Season Spring 2012,Studio Production I.G,"Producers Bandai Visual, Banpresto, BS11, Lantis, Mainichi Broadcasting System, Nihon Ad Systems, Shueisha","Released:  Apr 8, 2012 to Sep 22, 2012"
https://samehadaku.email/kuroko-no-basket-episode-18/,Kuroko no Basket Episode 18,18,Robin chwanz,https://samehadaku.email/anime/kuroko-no-basket/,8,720578,School|Sports|Team Sports,Japanese 黒子のバスケ,"Synonyms Kuroko no Basuke, KuroBas, The Basketball Which Kuroko Plays",English Kuroko's Basketball,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 25,Season Spring 2012,Studio Production I.G,"Producers Bandai Visual, Banpresto, BS11, Lantis, Mainichi Broadcasting System, Nihon Ad Systems, Shueisha","Released:  Apr 8, 2012 to Sep 22, 2012"
https://samehadaku.email/kuroko-no-basket-episode-17/,Kuroko no Basket Episode 17,17,Robin chwanz,https://samehadaku.email/anime/kuroko-no-basket/,8,720578,School|Sports|Team Sports,Japanese 黒子のバスケ,"Synonyms Kuroko no Basuke, KuroBas, The Basketball Which Kuroko Plays",English Kuroko's Basketball,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 25,Season Spring 2012,Studio Production I.G,"Producers Bandai Visual, Banpresto, BS11, Lantis, Mainichi Broadcasting System, Nihon Ad Systems, Shueisha","Released:  Apr 8, 2012 to Sep 22, 2012"
https://samehadaku.email/kuroko-no-basket-episode-16/,Kuroko no Basket Episode 16,16,Robin chwanz,https://samehadaku.email/anime/kuroko-no-basket/,8,720578,School|Sports|Team Sports,Japanese 黒子のバスケ,"Synonyms Kuroko no Basuke, KuroBas, The Basketball Which Kuroko Plays",English Kuroko's Basketball,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 25,Season Spring 2012,Studio Production I.G,"Producers Bandai Visual, Banpresto, BS11, Lantis, Mainichi Broadcasting System, Nihon Ad Systems, Shueisha","Released:  Apr 8, 2012 to Sep 22, 2012"
https://samehadaku.email/kuroko-no-basket-episode-15/,Kuroko no Basket Episode 15,15,Robin chwanz,https://samehadaku.email/anime/kuroko-no-basket/,8,720578,School|Sports|Team Sports,Japanese 黒子のバスケ,"Synonyms Kuroko no Basuke, KuroBas, The Basketball Which Kuroko Plays",English Kuroko's Basketball,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 25,Season Spring 2012,Studio Production I.G,"Producers Bandai Visual, Banpresto, BS11, Lantis, Mainichi Broadcasting System, Nihon Ad Systems, Shueisha","Released:  Apr 8, 2012 to Sep 22, 2012"
https://samehadaku.email/kuroko-no-basket-episode-14/,Kuroko no Basket Episode 14,14,Robin chwanz,https://samehadaku.email/anime/kuroko-no-basket/,8,720578,School|Sports|Team Sports,Japanese 黒子のバスケ,"Synonyms Kuroko no Basuke, KuroBas, The Basketball Which Kuroko Plays",English Kuroko's Basketball,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 25,Season Spring 2012,Studio Production I.G,"Producers Bandai Visual, Banpresto, BS11, Lantis, Mainichi Broadcasting System, Nihon Ad Systems, Shueisha","Released:  Apr 8, 2012 to Sep 22, 2012"
https://samehadaku.email/kuroko-no-basket-episode-13/,Kuroko no Basket Episode 13,13,Robin chwanz,https://samehadaku.email/anime/kuroko-no-basket/,8,720578,School|Sports|Team Sports,Japanese 黒子のバスケ,"Synonyms Kuroko no Basuke, KuroBas, The Basketball Which Kuroko Plays",English Kuroko's Basketball,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 25,Season Spring 2012,Studio Production I.G,"Producers Bandai Visual, Banpresto, BS11, Lantis, Mainichi Broadcasting System, Nihon Ad Systems, Shueisha","Released:  Apr 8, 2012 to Sep 22, 2012"
https://samehadaku.email/kuroko-no-basket-episode-12/,Kuroko no Basket Episode 12,12,Robin chwanz,https://samehadaku.email/anime/kuroko-no-basket/,8,720578,School|Sports|Team Sports,Japanese 黒子のバスケ,"Synonyms Kuroko no Basuke, KuroBas, The Basketball Which Kuroko Plays",English Kuroko's Basketball,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 25,Season Spring 2012,Studio Production I.G,"Producers Bandai Visual, Banpresto, BS11, Lantis, Mainichi Broadcasting System, Nihon Ad Systems, Shueisha","Released:  Apr 8, 2012 to Sep 22, 2012"
https://samehadaku.email/kuroko-no-basket-episode-11/,Kuroko no Basket Episode 11,11,Robin chwanz,https://samehadaku.email/anime/kuroko-no-basket/,8,720578,School|Sports|Team Sports,Japanese 黒子のバスケ,"Synonyms Kuroko no Basuke, KuroBas, The Basketball Which Kuroko Plays",English Kuroko's Basketball,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 25,Season Spring 2012,Studio Production I.G,"Producers Bandai Visual, Banpresto, BS11, Lantis, Mainichi Broadcasting System, Nihon Ad Systems, Shueisha","Released:  Apr 8, 2012 to Sep 22, 2012"
https://samehadaku.email/kuroko-no-basket-episode-10/,Kuroko no Basket Episode 10,10,Robin chwanz,https://samehadaku.email/anime/kuroko-no-basket/,8,720578,School|Sports|Team Sports,Japanese 黒子のバスケ,"Synonyms Kuroko no Basuke, KuroBas, The Basketball Which Kuroko Plays",English Kuroko's Basketball,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 25,Season Spring 2012,Studio Production I.G,"Producers Bandai Visual, Banpresto, BS11, Lantis, Mainichi Broadcasting System, Nihon Ad Systems, Shueisha","Released:  Apr 8, 2012 to Sep 22, 2012"
https://samehadaku.email/kuroko-no-basket-episode-9/,Kuroko no Basket Episode 9,9,Robin chwanz,https://samehadaku.email/anime/kuroko-no-basket/,8,720578,School|Sports|Team Sports,Japanese 黒子のバスケ,"Synonyms Kuroko no Basuke, KuroBas, The Basketball Which Kuroko Plays",English Kuroko's Basketball,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 25,Season Spring 2012,Studio Production I.G,"Producers Bandai Visual, Banpresto, BS11, Lantis, Mainichi Broadcasting System, Nihon Ad Systems, Shueisha","Released:  Apr 8, 2012 to Sep 22, 2012"
https://samehadaku.email/kuroko-no-basket-episode-8/,Kuroko no Basket Episode 8,8,Robin chwanz,https://samehadaku.email/anime/kuroko-no-basket/,8,720578,School|Sports|Team Sports,Japanese 黒子のバスケ,"Synonyms Kuroko no Basuke, KuroBas, The Basketball Which Kuroko Plays",English Kuroko's Basketball,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 25,Season Spring 2012,Studio Production I.G,"Producers Bandai Visual, Banpresto, BS11, Lantis, Mainichi Broadcasting System, Nihon Ad Systems, Shueisha","Released:  Apr 8, 2012 to Sep 22, 2012"
https://samehadaku.email/kuroko-no-basket-episode-7/,Kuroko no Basket Episode 7,7,Robin chwanz,https://samehadaku.email/anime/kuroko-no-basket/,8,720578,School|Sports|Team Sports,Japanese 黒子のバスケ,"Synonyms Kuroko no Basuke, KuroBas, The Basketball Which Kuroko Plays",English Kuroko's Basketball,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 25,Season Spring 2012,Studio Production I.G,"Producers Bandai Visual, Banpresto, BS11, Lantis, Mainichi Broadcasting System, Nihon Ad Systems, Shueisha","Released:  Apr 8, 2012 to Sep 22, 2012"
https://samehadaku.email/kuroko-no-basket-episode-6/,Kuroko no Basket Episode 6,6,Robin chwanz,https://samehadaku.email/anime/kuroko-no-basket/,8,720578,School|Sports|Team Sports,Japanese 黒子のバスケ,"Synonyms Kuroko no Basuke, KuroBas, The Basketball Which Kuroko Plays",English Kuroko's Basketball,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 25,Season Spring 2012,Studio Production I.G,"Producers Bandai Visual, Banpresto, BS11, Lantis, Mainichi Broadcasting System, Nihon Ad Systems, Shueisha","Released:  Apr 8, 2012 to Sep 22, 2012"
https://samehadaku.email/kuroko-no-basket-episode-5/,Kuroko no Basket Episode 5,5,Robin chwanz,https://samehadaku.email/anime/kuroko-no-basket/,8,720578,School|Sports|Team Sports,Japanese 黒子のバスケ,"Synonyms Kuroko no Basuke, KuroBas, The Basketball Which Kuroko Plays",English Kuroko's Basketball,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 25,Season Spring 2012,Studio Production I.G,"Producers Bandai Visual, Banpresto, BS11, Lantis, Mainichi Broadcasting System, Nihon Ad Systems, Shueisha","Released:  Apr 8, 2012 to Sep 22, 2012"
https://samehadaku.email/kuroko-no-basket-episode-4/,Kuroko no Basket Episode 4,4,Robin chwanz,https://samehadaku.email/anime/kuroko-no-basket/,8,720578,School|Sports|Team Sports,Japanese 黒子のバスケ,"Synonyms Kuroko no Basuke, KuroBas, The Basketball Which Kuroko Plays",English Kuroko's Basketball,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 25,Season Spring 2012,Studio Production I.G,"Producers Bandai Visual, Banpresto, BS11, Lantis, Mainichi Broadcasting System, Nihon Ad Systems, Shueisha","Released:  Apr 8, 2012 to Sep 22, 2012"
https://samehadaku.email/kuroko-no-basket-episode-3/,Kuroko no Basket Episode 3,3,Robin chwanz,https://samehadaku.email/anime/kuroko-no-basket/,8,720578,School|Sports|Team Sports,Japanese 黒子のバスケ,"Synonyms Kuroko no Basuke, KuroBas, The Basketball Which Kuroko Plays",English Kuroko's Basketball,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 25,Season Spring 2012,Studio Production I.G,"Producers Bandai Visual, Banpresto, BS11, Lantis, Mainichi Broadcasting System, Nihon Ad Systems, Shueisha","Released:  Apr 8, 2012 to Sep 22, 2012"
https://samehadaku.email/kuroko-no-basket-episode-2/,Kuroko no Basket Episode 2,2,Robin chwanz,https://samehadaku.email/anime/kuroko-no-basket/,8,720578,School|Sports|Team Sports,Japanese 黒子のバスケ,"Synonyms Kuroko no Basuke, KuroBas, The Basketball Which Kuroko Plays",English Kuroko's Basketball,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 25,Season Spring 2012,Studio Production I.G,"Producers Bandai Visual, Banpresto, BS11, Lantis, Mainichi Broadcasting System, Nihon Ad Systems, Shueisha","Released:  Apr 8, 2012 to Sep 22, 2012"
https://samehadaku.email/kuroko-no-basket-episode-1/,Kuroko no Basket Episode 1,1,Robin chwanz,https://samehadaku.email/anime/kuroko-no-basket/,8,720578,School|Sports|Team Sports,Japanese 黒子のバスケ,"Synonyms Kuroko no Basuke, KuroBas, The Basketball Which Kuroko Plays",English Kuroko's Basketball,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 25,Season Spring 2012,Studio Production I.G,"Producers Bandai Visual, Banpresto, BS11, Lantis, Mainichi Broadcasting System, Nihon Ad Systems, Shueisha","Released:  Apr 8, 2012 to Sep 22, 2012"
https://samehadaku.email/mononogatari-season-2-episode-5/,Mononogatari Season 2 Episode 5,5,Urusai,https://samehadaku.email/anime/mononogatari-season-2/,7.38,"3,568",Action|Adult Cast|Mythology|Seinen|Supernatural,Japanese もののがたり 第二章,,,Status Completed,Type TV,Source Manga,Duration 23 min. per ep.,Total Episode 12,Season Summer 2023,Studio Bandai Namco Pictures,Producers Shogakukan-Shueisha Productions,"Released:  Jul 4, 2023 to Sep 19, 2023"
https://samehadaku.email/masamune-kun-no-revenge-season-2-episode-5/,Masamune-kun no Revenge Season 2 Episode 5,5,Mumun,https://samehadaku.email/anime/masamune-kun-no-revenge-r/,7.35,"19,022",Comedy|Harem|Romance|School|Shounen,Japanese 政宗くんのリベンジR,Synonyms Masamune-kun no Revenge Season 2,English Masamune-kun's Revenge R,Status Completed,Type TV,Source Manga,Duration 23 min. per ep.,Total Episode 12,Season Summer 2023,Studio Silver Link.,"Producers AT-X, Bandai Namco Music Live, BS Fuji, Crunchyroll, Furyu, Ichijinsha, KlockWorx, Lantis, Lawson Entertainment, Tokyo MX","Released:  Jul 3, 2023 to Sep 18, 2023"
https://samehadaku.email/zom-100-episode-4/,Zom 100 Episode 4,4,Mumun,https://samehadaku.email/anime/zom-100-bucket-list-of-the-dead/,8.00,"104,360",Action|Adult Cast|Comedy|Horror|Seinen|Supernatural|Survival|Suspense,Japanese ゾン100～ゾンビになるまでにしたい100のこと～,Synonyms Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,"English Zom 100: Bucket List of the Dead, Bucket List of The Dead, Zombie 100: 100 Things I Want to do Before I Become a Zombie",Status Completed,Type TV,Source Manga,Duration 24 min. per ep.,Total Episode 12,Season Summer 2023,Studio BUG FILMS,"Producers dugout, Shogakukan-Shueisha Productions","Released:  Jul 9, 2023 to Dec 25, 2023"
https://samehadaku.email/noragami-aragoto-episode-13/,Noragami Aragoto Episode 13,13,Robin chwanz,https://samehadaku.email/anime/noragami-aragoto/,8,82335,Action|Fantasy,Japanese ノラガミ ARAGOTO,Synonyms Noragami Aragoto,English Noragami Aragoto,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 13,Season Fall 2015,Studio Bones,"Producers A-Sketch, Ai Addiction, Avex Pictures, Dentsu, Kodansha, Shochiku","Released:  Oct 3, 2015 to Dec 26, 2015"
https://samehadaku.email/noragami-aragoto-episode-12/,Noragami Aragoto Episode 12,12,Robin chwanz,https://samehadaku.email/anime/noragami-aragoto/,8,82335,Action|Fantasy,Japanese ノラガミ ARAGOTO,Synonyms Noragami Aragoto,English Noragami Aragoto,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 13,Season Fall 2015,Studio Bones,"Producers A-Sketch, Ai Addiction, Avex Pictures, Dentsu, Kodansha, Shochiku","Released:  Oct 3, 2015 to Dec 26, 2015"
https://samehadaku.email/noragami-aragoto-episode-11/,Noragami Aragoto Episode 11,11,Robin chwanz,https://samehadaku.email/anime/noragami-aragoto/,8,82335,Action|Fantasy,Japanese ノラガミ ARAGOTO,Synonyms Noragami Aragoto,English Noragami Aragoto,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 13,Season Fall 2015,Studio Bones,"Producers A-Sketch, Ai Addiction, Avex Pictures, Dentsu, Kodansha, Shochiku","Released:  Oct 3, 2015 to Dec 26, 2015"
https://samehadaku.email/noragami-aragoto-episode-10/,Noragami Aragoto Episode 10,10,Robin chwanz,https://samehadaku.email/anime/noragami-aragoto/,8,82335,Action|Fantasy,Japanese ノラガミ ARAGOTO,Synonyms Noragami Aragoto,English Noragami Aragoto,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 13,Season Fall 2015,Studio Bones,"Producers A-Sketch, Ai Addiction, Avex Pictures, Dentsu, Kodansha, Shochiku","Released:  Oct 3, 2015 to Dec 26, 2015"
https://samehadaku.email/noragami-aragoto-episode-9/,Noragami Aragoto Episode 9,9,Robin chwanz,https://samehadaku.email/anime/noragami-aragoto/,8,82335,Action|Fantasy,Japanese ノラガミ ARAGOTO,Synonyms Noragami Aragoto,English Noragami Aragoto,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 13,Season Fall 2015,Studio Bones,"Producers A-Sketch, Ai Addiction, Avex Pictures, Dentsu, Kodansha, Shochiku","Released:  Oct 3, 2015 to Dec 26, 2015"
https://samehadaku.email/noragami-aragoto-episode-8/,Noragami Aragoto Episode 8,8,Robin chwanz,https://samehadaku.email/anime/noragami-aragoto/,8,82335,Action|Fantasy,Japanese ノラガミ ARAGOTO,Synonyms Noragami Aragoto,English Noragami Aragoto,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 13,Season Fall 2015,Studio Bones,"Producers A-Sketch, Ai Addiction, Avex Pictures, Dentsu, Kodansha, Shochiku","Released:  Oct 3, 2015 to Dec 26, 2015"
https://samehadaku.email/noragami-aragoto-episode-7/,Noragami Aragoto Episode 7,7,Robin chwanz,https://samehadaku.email/anime/noragami-aragoto/,8,82335,Action|Fantasy,Japanese ノラガミ ARAGOTO,Synonyms Noragami Aragoto,English Noragami Aragoto,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 13,Season Fall 2015,Studio Bones,"Producers A-Sketch, Ai Addiction, Avex Pictures, Dentsu, Kodansha, Shochiku","Released:  Oct 3, 2015 to Dec 26, 2015"
https://samehadaku.email/noragami-aragoto-episode-6/,Noragami Aragoto Episode 6,6,Robin chwanz,https://samehadaku.email/anime/noragami-aragoto/,8,82335,Action|Fantasy,Japanese ノラガミ ARAGOTO,Synonyms Noragami Aragoto,English Noragami Aragoto,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 13,Season Fall 2015,Studio Bones,"Producers A-Sketch, Ai Addiction, Avex Pictures, Dentsu, Kodansha, Shochiku","Released:  Oct 3, 2015 to Dec 26, 2015"
https://samehadaku.email/noragami-aragoto-episode-5/,Noragami Aragoto Episode 5,5,Robin chwanz,https://samehadaku.email/anime/noragami-aragoto/,8,82335,Action|Fantasy,Japanese ノラガミ ARAGOTO,Synonyms Noragami Aragoto,English Noragami Aragoto,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 13,Season Fall 2015,Studio Bones,"Producers A-Sketch, Ai Addiction, Avex Pictures, Dentsu, Kodansha, Shochiku","Released:  Oct 3, 2015 to Dec 26, 2015"
https://samehadaku.email/noragami-aragoto-episode-4/,Noragami Aragoto Episode 4,4,Robin chwanz,https://samehadaku.email/anime/noragami-aragoto/,8,82335,Action|Fantasy,Japanese ノラガミ ARAGOTO,Synonyms Noragami Aragoto,English Noragami Aragoto,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 13,Season Fall 2015,Studio Bones,"Producers A-Sketch, Ai Addiction, Avex Pictures, Dentsu, Kodansha, Shochiku","Released:  Oct 3, 2015 to Dec 26, 2015"
https://samehadaku.email/noragami-aragoto-episode-3/,Noragami Aragoto Episode 3,3,Robin chwanz,https://samehadaku.email/anime/noragami-aragoto/,8,82335,Action|Fantasy,Japanese ノラガミ ARAGOTO,Synonyms Noragami Aragoto,English Noragami Aragoto,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 13,Season Fall 2015,Studio Bones,"Producers A-Sketch, Ai Addiction, Avex Pictures, Dentsu, Kodansha, Shochiku","Released:  Oct 3, 2015 to Dec 26, 2015"
https://samehadaku.email/noragami-aragoto-episode-2/,Noragami Aragoto Episode 2,2,Robin chwanz,https://samehadaku.email/anime/noragami-aragoto/,8,82335,Action|Fantasy,Japanese ノラガミ ARAGOTO,Synonyms Noragami Aragoto,English Noragami Aragoto,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 13,Season Fall 2015,Studio Bones,"Producers A-Sketch, Ai Addiction, Avex Pictures, Dentsu, Kodansha, Shochiku","Released:  Oct 3, 2015 to Dec 26, 2015"
https://samehadaku.email/noragami-aragoto-episode-1/,Noragami Aragoto Episode 1,1,Robin chwanz,https://samehadaku.email/anime/noragami-aragoto/,8,82335,Action|Fantasy,Japanese ノラガミ ARAGOTO,Synonyms Noragami Aragoto,English Noragami Aragoto,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 13,Season Fall 2015,Studio Bones,"Producers A-Sketch, Ai Addiction, Avex Pictures, Dentsu, Kodansha, Shochiku","Released:  Oct 3, 2015 to Dec 26, 2015"
https://samehadaku.email/noragami-episode-12/,Noragami Episode 12,12,Robin chwanz,https://samehadaku.email/anime/noragami/,8,123456,Action|Fantasy,Japanese ノラガミ,Synonyms Noragami,English Noragami,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 12,Season Winter 2014,Studio Bones,"Producers A-Sketch, Ai Addiction, Avex Entertainment, Dentsu, Kodansha, Lawson HMV Entertainment, Movic, Shochiku","Released:  Jan 5, 2014 to Mar 23, 2014"
https://samehadaku.email/noragami-episode-11/,Noragami Episode 11,11,Robin chwanz,https://samehadaku.email/anime/noragami/,8,123456,Action|Fantasy,Japanese ノラガミ,Synonyms Noragami,English Noragami,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 12,Season Winter 2014,Studio Bones,"Producers A-Sketch, Ai Addiction, Avex Entertainment, Dentsu, Kodansha, Lawson HMV Entertainment, Movic, Shochiku","Released:  Jan 5, 2014 to Mar 23, 2014"
https://samehadaku.email/noragami-episode-10/,Noragami Episode 10,10,Robin chwanz,https://samehadaku.email/anime/noragami/,8,123456,Action|Fantasy,Japanese ノラガミ,Synonyms Noragami,English Noragami,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 12,Season Winter 2014,Studio Bones,"Producers A-Sketch, Ai Addiction, Avex Entertainment, Dentsu, Kodansha, Lawson HMV Entertainment, Movic, Shochiku","Released:  Jan 5, 2014 to Mar 23, 2014"
https://samehadaku.email/noragami-episode-9/,Noragami Episode 9,9,Robin chwanz,https://samehadaku.email/anime/noragami/,8,123456,Action|Fantasy,Japanese ノラガミ,Synonyms Noragami,English Noragami,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 12,Season Winter 2014,Studio Bones,"Producers A-Sketch, Ai Addiction, Avex Entertainment, Dentsu, Kodansha, Lawson HMV Entertainment, Movic, Shochiku","Released:  Jan 5, 2014 to Mar 23, 2014"
https://samehadaku.email/noragami-episode-8/,Noragami Episode 8,8,Robin chwanz,https://samehadaku.email/anime/noragami/,8,123456,Action|Fantasy,Japanese ノラガミ,Synonyms Noragami,English Noragami,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 12,Season Winter 2014,Studio Bones,"Producers A-Sketch, Ai Addiction, Avex Entertainment, Dentsu, Kodansha, Lawson HMV Entertainment, Movic, Shochiku","Released:  Jan 5, 2014 to Mar 23, 2014"
https://samehadaku.email/noragami-episode-7/,Noragami Episode 7,7,Robin chwanz,https://samehadaku.email/anime/noragami/,8,123456,Action|Fantasy,Japanese ノラガミ,Synonyms Noragami,English Noragami,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 12,Season Winter 2014,Studio Bones,"Producers A-Sketch, Ai Addiction, Avex Entertainment, Dentsu, Kodansha, Lawson HMV Entertainment, Movic, Shochiku","Released:  Jan 5, 2014 to Mar 23, 2014"
https://samehadaku.email/noragami-episode-6/,Noragami Episode 6,6,Robin chwanz,https://samehadaku.email/anime/noragami/,8,123456,Action|Fantasy,Japanese ノラガミ,Synonyms Noragami,English Noragami,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 12,Season Winter 2014,Studio Bones,"Producers A-Sketch, Ai Addiction, Avex Entertainment, Dentsu, Kodansha, Lawson HMV Entertainment, Movic, Shochiku","Released:  Jan 5, 2014 to Mar 23, 2014"
https://samehadaku.email/ao-no-orchestra-episode-17/,Ao no Orchestra Episode 17,17,Urusai,https://samehadaku.email/anime/ao-no-orchestra/,7.11,"7,466",Drama|Music|Performing Arts|School,Japanese 青のオーケストラ,Synonyms The Blue Orchestra,,Status Completed,Type TV,Source Web manga,Duration 25 min. per ep.,Total Episode 24,Season Spring 2023,Studio Nippon Animation,"Producers NHK, NHK Enterprises","Released:  Apr 9, 2023 to Oct 8, 2023"
https://samehadaku.email/noragami-episode-5/,Noragami Episode 5,5,Robin chwanz,https://samehadaku.email/anime/noragami/,8,123456,Action|Fantasy,Japanese ノラガミ,Synonyms Noragami,English Noragami,Status Completed,Type TV,Source Manga,Duration 24,Total Episode 12,Season Winter 2014,Studio Bones,"Producers A-Sketch, Ai Addiction, Avex Entertainment, Dentsu, Kodansha, Lawson HMV Entertainment, Movic, Shochiku","Released:  Jan 5, 2014 to Mar 23, 2014"
